t,3 mm,t,4 mm,t,5 mm,t,6.5 mm,t,8 mm,t,10 mm,t,11.5 mm,t,15 mm
,,,,,,,,,,,,9.85E-07,1.00096,9.85E-07,1.00218
,,,,,,,,,,,,9.86E-07,1.00096,9.86E-07,1.00219
,,,,,,,,,,,,9.87E-07,1.00097,9.87E-07,1.00221
,,,,,,,,,,,,9.88E-07,1.00098,9.88E-07,1.00222
,,,,,,,,,,,,9.89E-07,1.00099,9.89E-07,1.00223
,,,,,,,,,,,,9.90E-07,1.00099,9.90E-07,1.00223
,,,,,,,,,,,,9.91E-07,1.001,9.91E-07,1.00223
,,,,,,,,,,,,9.92E-07,1.00101,9.92E-07,1.00222
,,,,,,,,,,,,9.93E-07,1.00102,9.93E-07,1.0022
,,,,,,,,,,,,9.94E-07,1.00102,9.94E-07,1.00218
,,,,,,,,,,,,9.95E-07,1.00103,9.95E-07,1.00216
,,,,,,,,,,,,9.96E-07,1.00104,9.96E-07,1.00213
,,,,,,,,,,,,9.97E-07,1.00105,9.97E-07,1.0021
,,,,,,,,,,,,9.98E-07,1.00106,9.98E-07,1.00207
,,,,,,,,,,,,9.99E-07,1.00107,9.99E-07,1.00203
,,,,,,,,,,,,1.00E-06,1.00108,1.00E-06,1.00199
,,,,,,,,,,,,1.00E-06,1.00109,1.00E-06,1.00195
,,,,,,,,,,,,1.00E-06,1.0011,1.00E-06,1.00191
,,,,,,,,,,,,1.00E-06,1.00111,1.00E-06,1.00187
,,,,,,,,,,,,1.00E-06,1.00112,1.00E-06,1.00182
,,,,,,,,,,,,1.00E-06,1.00113,1.00E-06,1.00178
,,,,,,,,,,,,1.01E-06,1.00114,1.01E-06,1.00173
,,,,,,,,,,,,1.01E-06,1.00115,1.01E-06,1.00169
,,,,,,,,,,,,1.01E-06,1.00117,1.01E-06,1.00164
,,,,,,,,,,,,1.01E-06,1.00118,1.01E-06,1.00159
,,,,,,,,,,,,1.01E-06,1.00119,1.01E-06,1.00154
,,,,,,,,,,,,1.01E-06,1.0012,1.01E-06,1.0015
,,,,,,,,,,,,1.01E-06,1.00121,1.01E-06,1.00145
,,,,,,,,,,,,1.01E-06,1.00123,1.01E-06,1.00141
,,,,,,,,,,,,1.01E-06,1.00124,1.01E-06,1.00136
,,,,,,,,,,,,1.01E-06,1.00125,1.01E-06,1.00132
,,,,,,,,,,,,1.02E-06,1.00127,1.02E-06,1.00127
,,,,,,,,,,,,1.02E-06,1.00128,1.02E-06,1.00123
,,,,,,,,,,,,1.02E-06,1.0013,1.02E-06,1.00119
,,,,,,,,,,,,1.02E-06,1.00131,1.02E-06,1.00115
,,,,,,,,,,,,1.02E-06,1.00133,1.02E-06,1.00111
,,,,,,,,,,,,1.02E-06,1.00134,1.02E-06,1.00107
,,,,,,,,,,,,1.02E-06,1.00136,1.02E-06,1.00104
,,,,,,,,,,,,1.02E-06,1.00137,1.02E-06,1.001
,,,,,,,,,,,,1.02E-06,1.00139,1.02E-06,1.00097
,,,,,,,,,,,,1.02E-06,1.0014,1.02E-06,1.00093
,,,,,,,,,,,,1.03E-06,1.00142,1.03E-06,1.0009
,,,,,,,,,,,,1.03E-06,1.00144,1.03E-06,1.00087
,,,,,,,,,,,,1.03E-06,1.00145,1.03E-06,1.00084
,,,,,,,,,,,,1.03E-06,1.00147,1.03E-06,1.00081
,,,,,,,,,,,,1.03E-06,1.00149,1.03E-06,1.00078
,,,,,,,,,,,,1.03E-06,1.00151,1.03E-06,1.00075
,,,,,,,,,,,,1.03E-06,1.00153,1.03E-06,1.00073
,,,,,,,,,,,,1.03E-06,1.00154,1.03E-06,1.0007
,,,,,,,,,,,,1.03E-06,1.00156,1.03E-06,1.00068
,,,,,,,,,,,,1.03E-06,1.00158,1.03E-06,1.00065
,,,,,,,,,,,,1.04E-06,1.0016,,
,,,,,,,,,,,,1.04E-06,1.00162,,
,,,,,,,,,,,,1.04E-06,1.00164,,
,,,,,,,,,,,,1.04E-06,1.00166,,
,,,,,,,,,,,,1.04E-06,1.00168,,
,,,,,,,,,,,,1.04E-06,1.00171,,
,,,,,,,,,,,,1.04E-06,1.00173,,
,,,,,,,,,,,,1.04E-06,1.00175,,
,,,,,,,,,,,,1.04E-06,1.00177,,
,,,,,,,,,,,,1.04E-06,1.00179,,
